SCHOOL ID,SCHOOL NAME,GRADE,YEAR,READ-WARNING,READ-NOTMEET,READ-MEET,READ-EXCEED,MATH-WARNING,MATH-NOTMEET,MATH-MEET,MATH-EXCEED
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,4,2014,6.9,48.3,41.4,3.4,6.9,62.1,31,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,5,1999,0,54,31,15,0,69,31,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,5,2000,0,54,37,9,15,61,24,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,5,2001,.b,.b,.b,.b,.b,.b,.b,.b
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,5,2002,0,51.4,35.1,13.5,2.8,50,47.2,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,5,2003,0,47.4,42.1,10.5,.b,.b,.b,.b
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,5,2004,7.3,39,48.8,4.9,7.1,52.4,38.1,2.4
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,5,2005,3.2,58.1,32.3,6.5,6.5,45.2,48.4,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,5,2006,0,54.3,40,5.7,2.9,45.7,55,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,5,2007,6.3,56.3,34.4,3.1,0,53.1,46.9,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,5,2008,0,46.4,28.6,25,0,51.7,41.4,6.9
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,5,2009,0,43.3,46.7,10,0,33.3,56.7,10
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,5,2010,0,31.6,50,18.4,0,21.1,73.7,5.3
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,5,2011,0,27.3,59.1,13.6,0,13.6,68.2,18.2
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,5,2012,0,25,50,25,0,17.9,75,7.1
1501629902066,BARNARD COMP MATH & SCI ES       ,5,2013,9.4,46.9,43.8,0,6.3,68.8,25,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,5,2014,12,36,44,8,4,40,48,8
1501629902066,BARNARD ELEM COMP MATH & SCI CTR        ,6,1997,.a,47,44,9,.a,25,75,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR        ,6,1998,.a,29,46,25,.a,7,79,14
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,6,2006,0,28.6,65.7,5.7,2.9,48.6,48.6,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,6,2007,0,33.3,61.5,5.1,2.6,35.9,59,2.6
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,6,2008,0,26.5,61.8,11.8,6.1,33.3,57.6,3
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,6,2009,0,35.5,48.4,16.1,0,45.2,41.9,12.9
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,6,2010,0,38.7,45.2,16.1,3.2,41.9,48.4,6.5
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,6,2011,0,22.9,48.6,28.6,0,22.9,62.9,14.3
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,6,2012,0,12.5,75,12.5,0,37.5,62.5,0
1501629902066,BARNARD COMP MATH & SCI ES       ,6,2013,3.8,30.8,53.8,11.5,0,50,50,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,6,2014,3.4,62.1,34.5,0,13.8,58.6,27.6,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,7,2006,0,26.5,73.5,0,2.9,29.4,61.8,5.9
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,7,2007,0,36.1,58.3,5.6,5.6,33.3,58.3,2.8
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,7,2008,0,18.5,70.4,11.1,3.7,25.9,59.3,11.1
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,7,2009,57.2,34,0,32.3,56.8,20.7,3.2,29
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,7,2010,0,32.4,58.8,8.8,2.9,29.4,55.9,11.8
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,7,2011,3.8,7.7,73.1,15.4,0,7.7,76.9,15.4
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,7,2012,0,22.9,68.6,8.6,2.9,29.4,50,17.6
1501629902066,BARNARD COMP MATH & SCI ES       ,7,2013,0,60,32,8,8,44,44,4
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,7,2014,0,38.5,53.8,7.7,7.7,30.8,57.7,3.8
1501629902066,BARNARD ELEM COMP MATH & SCI CTR        ,8,1997,.a,54,43,4,.a,21,71,7
1501629902066,BARNARD ELEM COMP MATH & SCI CTR        ,8,1998,.a,17,70,13,.a,17,77,7
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,8,1999,0,24,55,21,0,85,15,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,8,2000,0,27,65,8,12,76,12,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,8,2001,3,47,50,0,17,53,30,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,8,2002,0,35.5,58.1,6.5,6.5,51.6,38.7,3.2
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,8,2003,0,52.8,44.4,2.8,.b,.b,.b,.b
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,8,2004,5,45,50,0,17.5,62.5,20,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,8,2005,0,28.9,65.8,5.3,5.3,63.2,31.6,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,8,2006,0,10.7,82.1,7.1,0,21.4,78.6,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,8,2007,0,14.3,82.9,2.9,0,14.3,80,5.7
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,8,2008,0,13.2,84.2,2.6,0,26.3,73.7,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,8,2009,54.6,35.6,3,18.2,74.6,9,6.1,27.3
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,8,2010,0,16.2,75.7,8.1,0,37.8,51.4,10.8
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,8,2011,0,6.5,90.3,3.2,0,6.5,67.7,25.8
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,8,2012,4.2,0,91.7,4.2,0,4.3,87,8.7
1501629902066,BARNARD COMP MATH & SCI ES       ,8,2013,10.7,21.4,53.6,14.3,7.1,50,42.9,0
1501629902066,BARNARD ELEM COMP MATH & SCI CTR ,8,2014,0,60,28,12,12,48,28,12
1501629902067,BARRY ELEM SCHOOL                       ,3,1997,.a,25,68,8,.a,0,58,43
1501629902067,BARRY ELEM SCHOOL                       ,3,1998,.a,35,56,8,.a,0,73,27
1501629902067,BARRY ELEM SCHOOL                ,3,1999,3,28,55,15,9,14,58,19
1501629902067,BARRY ELEM SCHOOL                ,3,2000,5,37,54,5,9,20,59,13
1501629902067,BARRY ELEM SCHOOL                ,3,2001,10,49,38,5,12,22,35,20
1501629902067,BARRY ELEM SCHOOL                ,3,2002,4.8,45.2,45.2,4.8,4.8,21.4,72.7,9.5
1501629902067,BARRY ELEM SCHOOL                ,3,2003,8.3,35.4,50,16.7,14.9,21.3,23.5,29.8
1501629902067,BARRY ELEM SCHOOL                ,3,2004,6.7,35.6,42.2,15.6,4.4,11.1,40.9,31.1
1501629902067,BARRY ELEM SCHOOL                ,3,2005,11.1,33.3,46.7,8.9,6.7,11.1,46.7,35.6
1501629902067,BARRY ELEM SCHOOL                ,3,2006,10.3,31,58.6,1.7,3.4,8.6,51.7,19
1501629902067,BARRY ELEM SCHOOL                ,3,2007,13.3,33.3,46.7,6.7,6.7,8.9,62.2,22.2
1501629902067,BARRY ELEM SCHOOL                ,3,2008,22,38.5,31.2,8.3,8.3,27.5,55,9.2
1501629902067,BARRY ELEM SCHOOL                ,3,2009,10.7,54.4,32,2.9,6.7,26.7,52.4,14.3
1501629902067,BARRY ELEM SCHOOL                ,3,2010,5.7,51.9,36.8,5.7,6.4,16.5,49.5,27.5
1501629902067,BARRY ELEM SCHOOL                ,3,2011,2.4,28.9,62.7,6,2.4,7.1,65.5,25
1501629902067,BARRY ELEM SCHOOL                ,3,2012,8.9,39.3,42,9.8,7.2,19.8,55,18
1501629902067,BARRY ELEM SCHOOL                ,3,2013,12.6,49.5,34,3.9,8.7,55.3,32,3.9
1501629902067,BARRY ELEM SCHOOL                ,3,2014,12.1,64.4,19.7,3.8,4.5,49.6,40.6,5.3
1501629902067,BARRY ELEM SCHOOL                ,4,2006,.b,.b,.b,15.9,4.8,15.9,.b,9.5
1501629902067,BARRY ELEM SCHOOL                ,4,2007,3.2,33.9,53.2,9.7,0,24.2,66.1,9.7
1501629902067,BARRY ELEM SCHOOL                ,4,2008,4.5,40.4,47.2,7.9,2.2,27,64,6.7
1501629902067,BARRY ELEM SCHOOL                ,4,2009,7.8,62.1,22.3,7.8,6.5,35.5,54.2,3.7
1501629902067,BARRY ELEM SCHOOL                ,4,2010,5.5,47.3,40.7,6.6,6.3,24.2,64.2,5.3
1501629902067,BARRY ELEM SCHOOL                ,4,2011,3.4,34.8,48.3,13.5,0,26.4,56,17.6
1501629902067,BARRY ELEM SCHOOL                ,4,2012,0,34.5,56,9.5,2.4,13.3,69.9,14.5
1501629902067,BARRY ELEM SCHOOL                ,4,2013,17.8,43,34.6,4.7,21.1,40.4,34.9,3.7
1501629902067,BARRY ELEM SCHOOL                ,4,2014,11.6,51.6,34.7,2.1,14.9,37.2,45.7,2.1
1501629902067,BARRY ELEM SCHOOL                ,5,1999,0,54,38,7,2,52,46,0
1501629902067,BARRY ELEM SCHOOL                ,5,2000,0,72,28,0,8,53,39,0
1501629902067,BARRY ELEM SCHOOL                ,5,2001,16,84,0,0,11,74,16,0
1501629902067,BARRY ELEM SCHOOL                ,5,2002,2.4,64.6,31.7,1.2,13.4,40.2,46.3,0
1501629902067,BARRY ELEM SCHOOL                ,5,2003,1.2,67.1,25.6,6.1,.b,.b,.b,.b
1501629902067,BARRY ELEM SCHOOL                ,5,2004,1.8,49.1,45.6,3.5,0,28.1,71.9,0
1501629902067,BARRY ELEM SCHOOL                ,5,2005,0,45.1,39.4,15.5,1.4,23.9,69,5.6
1501629902067,BARRY ELEM SCHOOL                ,5,2006,1.6,42.2,50,1.6,0,22.2,68.8,3.2
1501629902067,BARRY ELEM SCHOOL                ,5,2007,1.8,41.1,46.4,10.7,0,26.8,62.5,10.7
1501629902067,BARRY ELEM SCHOOL                ,5,2008,4.7,44.1,43.3,7.9,1.6,31,61.9,5.6
1501629902067,BARRY ELEM SCHOOL                ,5,2009,0,42,51.9,6.2,0,30.2,62.8,7
1501629902067,BARRY ELEM SCHOOL                ,5,2010,0,48.9,38,13,0,33.7,62,4.3
1501629902067,BARRY ELEM SCHOOL                ,5,2011,0,45,46.3,8.8,2.4,34.1,61,2.4
1501629902067,BARRY ELEM SCHOOL                ,5,2012,1.1,43,39.8,16.1,1.1,22.6,67.7,8.6
1501629902067,BARRY ELEM SCHOOL                ,5,2013,7.2,51.8,39.8,1.2,7.2,41,48.2,3.6
1501629902067,BARRY ELEM SCHOOL                ,5,2014,17.6,48.1,28.7,5.6,12,33.3,46.3,8.3
1501629902067,BARRY ELEM SCHOOL                       ,6,1997,.a,32,58,9,.a,2,66,32
1501629902067,BARRY ELEM SCHOOL                       ,6,1998,.a,40,56,4,.a,9,82,9
1501629902067,BARRY ELEM SCHOOL                ,6,2006,0,32.1,57.7,10.3,0,23.1,67.9,9
1501629902067,BARRY ELEM SCHOOL                ,6,2007,0,42.9,53.6,3.6,0,11.9,75,13.1
1501629902067,BARRY ELEM SCHOOL                ,6,2008,0.9,39.4,50.5,9.2,1.8,29.4,57.8,11
1501629902067,BARRY ELEM SCHOOL                ,6,2009,0.8,26.1,59.7,13.4,0.8,17.4,65.3,16.5
1501629902067,BARRY ELEM SCHOOL                ,6,2010,1.1,27.3,61.4,10.2,0,14.6,67.4,18
1501629902067,BARRY ELEM SCHOOL                ,6,2011,0,16.7,61.5,21.8,0,19,65.8,15.2
1501629902067,BARRY ELEM SCHOOL                ,6,2012,0,25.8,66.1,8.1,1.6,21,59.7,17.7
1501629902067,BARRY ELEM SCHOOL                ,6,2013,6,54.8,29.8,9.5,11.9,20.2,58.3,9.5
1501629902067,BARRY ELEM SCHOOL                ,6,2014,4.5,40.9,53,1.5,6.1,31.8,59.1,3
1501629902068,BARTON ELEM SCHOOL                      ,3,1997,.a,72,28,0,.a,46,52,2
1501629902068,BARTON ELEM SCHOOL                      ,3,1998,.a,71,26,3,.a,22,78,0
1501629902068,BARTON ELEM SCHOOL               ,3,1999,30,51,19,0,30,50,20,0
1501629902068,BARTON ELEM SCHOOL               ,3,2000,32,58,11,0,47,42,11,0
1501629902068,BARTON ELEM SCHOOL               ,3,2001,23,58,22,2,29,46,24,1
1501629902068,BARTON ELEM SCHOOL               ,3,2002,31,54,12.7,2.4,39.1,34.4,29,0.8
1501629902068,BARTON ELEM SCHOOL               ,3,2003,27.5,51.4,.b,0.7,25.4,44,28.6,0
1501629902068,BARTON ELEM SCHOOL               ,3,2004,33.6,52.9,13.4,0,43.2,36.4,23.7,0
1501629902068,BARTON ELEM SCHOOL               ,3,2005,27.9,41.3,26.9,3.8,19.8,43.6,35.6,1
1501629902068,BARTON ELEM SCHOOL               ,3,2006,15.3,43.1,22.9,5.6,18.1,29.2,45.7,4.2
1501629902068,BARTON ELEM SCHOOL               ,3,2007,24.2,38.9,29.5,7.4,12.6,28.4,41.1,17.9
1501629902068,BARTON ELEM SCHOOL               ,3,2008,12,36,46.7,5.3,6.7,18.7,64,10.7
1501629902068,BARTON ELEM SCHOOL               ,3,2009,17.7,59.5,20.3,2.5,20.8,36.4,36.4,6.5
1501629902068,BARTON ELEM SCHOOL               ,3,2010,13.4,43.9,39,3.7,7.3,25.6,58.5,8.5
1501629902068,BARTON ELEM SCHOOL               ,3,2011,16.4,32.8,45.9,4.9,9.8,26.2,55.7,8.2
1501629902068,BARTON ELEM SCHOOL               ,3,2012,13,26.1,48.9,12,7.6,16.3,59.8,16.3
1501629902068,BARTON ELEM SCHOOL               ,3,2013,22.1,51.5,20.6,5.9,29,44.9,24.6,1.4
1501629902068,BARTON ELEM SCHOOL               ,3,2014,24.2,57.6,15.2,3,21.2,65.2,13.6,0
1501629902068,BARTON ELEM SCHOOL               ,4,2006,.b,.b,.b,3.6,4.8,38.1,.b,2.4
1501629902068,BARTON ELEM SCHOOL               ,4,2007,0,60,33.3,6.7,1.7,27.1,55.9,15.3
1501629902068,BARTON ELEM SCHOOL               ,4,2008,4.3,48.9,42.4,4.3,6.5,30.4,57.6,5.4
1501629902068,BARTON ELEM SCHOOL               ,4,2009,4.6,43.1,43.1,9.2,3.1,35.9,54.7,6.3
1501629902068,BARTON ELEM SCHOOL               ,4,2010,5.7,68.6,22.9,2.9,5.7,37.1,51.4,5.7
1501629902068,BARTON ELEM SCHOOL               ,4,2011,2.9,32.9,48.6,15.7,1.4,17.4,62.3,18.8
1501629902068,BARTON ELEM SCHOOL               ,4,2012,5.6,59.3,33.3,1.9,14.5,25.5,58.2,1.8
1501629902068,BARTON ELEM SCHOOL               ,4,2013,11.1,70.4,17.3,1.2,8.8,58.8,32.5,0
1501629902068,BARTON ELEM SCHOOL               ,4,2014,9.4,52.8,35.8,1.9,9.4,54.7,34,1.9
1501629902068,BARTON ELEM SCHOOL               ,5,1999,0,70,30,0,16,77,7,0
1501629902068,BARTON ELEM SCHOOL               ,5,2000,0,78,21,1,23,68,9,0
1501629902068,BARTON ELEM SCHOOL               ,5,2001,.b,.b,.b,.b,.b,.b,.b,.b
1501629902068,BARTON ELEM SCHOOL               ,5,2002,2.1,83.2,14.7,0,29.5,57.9,12.6,0
1501629902068,BARTON ELEM SCHOOL               ,5,2003,2.2,62.6,29.7,5.5,.b,.b,.b,.b
1501629902068,BARTON ELEM SCHOOL               ,5,2004,4.8,65.5,28.6,1.2,16.3,62.5,21.3,0
1501629902068,BARTON ELEM SCHOOL               ,5,2005,4.6,64.8,25.9,4.6,15.9,71,13.1,0
1501629902068,BARTON ELEM SCHOOL               ,5,2006,4.6,67.8,20,2.3,2.3,72.4,27.5,0
1501629902068,BARTON ELEM SCHOOL               ,5,2007,4.5,60.2,33,2.3,2.3,46.6,50,1.1
1501629902068,BARTON ELEM SCHOOL               ,5,2008,0,41.1,48.2,10.7,1.8,39.3,57.1,1.8
1501629902068,BARTON ELEM SCHOOL               ,5,2009,0,58,38.3,3.7,0,45.7,53.1,1.2
1501629902068,BARTON ELEM SCHOOL               ,5,2010,0,64.4,30.5,5.1,0,39,54.2,6.8
1501629902068,BARTON ELEM SCHOOL               ,5,2011,3.7,61.1,33.3,1.9,1.9,38.5,55.8,3.8
1501629902068,BARTON ELEM SCHOOL               ,5,2012,0,37.5,51.4,11.1,0,19.4,70.8,9.7
1501629902068,BARTON ELEM SCHOOL               ,5,2013,24.1,60.3,15.5,0,26.3,45.6,28.1,0
1501629902068,BARTON ELEM SCHOOL               ,5,2014,13.7,54.8,27.4,4.1,11,61.6,26,1.4
1501629902068,BARTON ELEM SCHOOL                      ,6,1997,.a,80,16,4,.a,47,53,0
1501629902068,BARTON ELEM SCHOOL                      ,6,1998,.a,71,26,3,.a,44,55,1
1501629902068,BARTON ELEM SCHOOL               ,6,2006,0,48.7,48.7,2.7,0,65.2,34.8,0
1501629902068,BARTON ELEM SCHOOL               ,6,2007,1.1,46.2,49.5,3.3,0,45.7,53.3,1.1
1501629902068,BARTON ELEM SCHOOL               ,6,2008,0,38.4,55.6,6.1,3,42.4,51.5,3
1501629902068,BARTON ELEM SCHOOL               ,6,2009,0,35.8,56.6,7.5,0,33.3,64.8,1.9
1501629902068,BARTON ELEM SCHOOL               ,6,2010,0,43.2,50,6.8,4,37.3,56,2.7
1501629902068,BARTON ELEM SCHOOL               ,6,2011,0,42.2,53.1,4.7,6.3,37.5,53.1,3.1
1501629902068,BARTON ELEM SCHOOL               ,6,2012,1.6,50.8,47.6,0,1.6,39.7,58.7,0
1501629902068,BARTON ELEM SCHOOL               ,6,2013,14.1,46.2,37.2,2.6,17.7,54.4,27.8,0
1501629902068,BARTON ELEM SCHOOL               ,6,2014,9.8,76.5,13.7,0,27.5,51,21.6,0
1501629902068,BARTON ELEM SCHOOL               ,7,2006,1.1,49.4,47.2,2.2,9,60.7,30.3,0
1501629902068,BARTON ELEM SCHOOL               ,7,2007,0.9,46.8,51.4,0.9,3.7,57.4,38.9,0
1501629902068,BARTON ELEM SCHOOL               ,7,2008,1.5,26.5,69.1,2.9,7.5,50.7,40.3,1.5
1501629902068,BARTON ELEM SCHOOL               ,7,2009,57.2,34,1.3,30.7,56.8,20.7,7.8,44.2
1501629902068,BARTON ELEM SCHOOL               ,7,2010,0,37.5,54.2,8.3,0,25,70.8,4.2
1501629902068,BARTON ELEM SCHOOL               ,7,2011,0,54.4,43.9,1.8,5.4,42.9,50,1.8
1501629902068,BARTON ELEM SCHOOL               ,7,2012,0,44.4,49.2,6.3,1.6,35.9,59.4,3.1
1501629902068,BARTON ELEM SCHOOL               ,7,2013,12.5,56.3,28.1,3.1,17.2,65.6,17.2,0
1501629902068,BARTON ELEM SCHOOL               ,7,2014,9.4,59.4,29.7,1.6,12.5,64.1,23.4,0
1501629902068,BARTON ELEM SCHOOL                      ,8,1997,.a,77,23,0,.a,57,43,0
1501629902068,BARTON ELEM SCHOOL                      ,8,1998,.a,54,43,3,.a,45,54,1
1501629902068,BARTON ELEM SCHOOL               ,8,1999,3,60,36,1,16,84,0,0
1501629902068,BARTON ELEM SCHOOL               ,8,2000,0,51,48,2,22,76,2,0
1501629902068,BARTON ELEM SCHOOL               ,8,2001,0,61,39,0,20,76,4,0
1501629902068,BARTON ELEM SCHOOL               ,8,2002,1.3,46.7,50.7,1.3,20.3,68.9,10.8,0
1501629902068,BARTON ELEM SCHOOL               ,8,2003,1.1,56.4,42.6,0,.b,.b,.b,.b
1501629902068,BARTON ELEM SCHOOL               ,8,2004,2,43.1,53.9,1,19,71,10,0
1501629902068,BARTON ELEM SCHOOL               ,8,2005,3.4,52.3,44.3,0,26.4,69,4.6,0
1501629902068,BARTON ELEM SCHOOL               ,8,2006,0,30.9,69.1,0,4.3,47.3,47.3,1.1
1501629902068,BARTON ELEM SCHOOL               ,8,2007,4.2,25,68.1,2.8,1.4,50,48.6,0
1501629902068,BARTON ELEM SCHOOL               ,8,2008,0,26.4,73.6,0,2.8,37.7,54.7,4.7
1501629902068,BARTON ELEM SCHOOL               ,8,2009,54.6,35.6,1.7,30,74.6,9,5,46.7
1501629902068,BARTON ELEM SCHOOL               ,8,2010,0,35.9,64.1,0,2.6,37.2,55.1,5.1
1501629902068,BARTON ELEM SCHOOL               ,8,2011,0,23.9,73.9,2.2,0,24.4,64.4,11.1
1501629902068,BARTON ELEM SCHOOL               ,8,2012,0,28.6,71.4,0,1.6,54,44.4,0
1501629902068,BARTON ELEM SCHOOL               ,8,2013,11.1,50.8,31.7,6.3,14.3,61.9,22.2,1.6
1501629902068,BARTON ELEM SCHOOL               ,8,2014,18.5,61.5,16.9,3.1,21.9,56.3,21.9,0
1501629902069,BASS ELEM SCHOOL                        ,3,1997,.a,81,19,0,.a,49,51,0
1501629902069,BASS ELEM SCHOOL                        ,3,1998,.a,82,17,1,.a,33,66,1
1501629902069,BASS ELEM SCHOOL                 ,3,1999,24,53,18,5,36,36,26,2
1501629902069,BASS ELEM SCHOOL                 ,3,2000,28,62,9,1,53,35,12,0
1501629902069,BASS ELEM SCHOOL                 ,3,2001,39,49,10,0,51,34,18,0
1501629902069,BASS ELEM SCHOOL                 ,3,2002,32.1,50.5,15.6,1.8,41.5,38.7,14.5,0.9
1501629902069,BASS ELEM SCHOOL                 ,3,2003,34,50.9,.b,0,31.5,45,20.3,0
1501629902069,BASS ELEM SCHOOL                 ,3,2004,33.3,44.1,19.6,2.9,42.6,23.8,28.3,4
1501629902069,BASS ELEM SCHOOL                 ,3,2005,37.1,42.7,18,2.2,37.4,37.4,23.1,2.2
1501629902069,BASS ELEM SCHOOL                 ,3,2006,28.4,40.5,31.3,1.4,36.5,17.6,39.6,4.1
1501629902069,BASS ELEM SCHOOL                 ,3,2007,19.4,50,27.8,2.8,27.8,37.5,29.2,5.6
1501629902069,BASS ELEM SCHOOL                 ,3,2008,13.8,48.3,34.5,3.4,24.1,43.1,29.3,3.4
1501629902069,BASS ELEM SCHOOL                 ,3,2009,6.7,45,43.3,5,21.7,30,46.7,1.7
1501629902069,BASS ELEM SCHOOL                 ,3,2010,15.2,30.4,50,4.3,11.1,31.1,46.7,11.1
1501629902069,BASS ELEM SCHOOL                 ,3,2011,18.2,40,38.2,3.6,16.4,34.5,43.6,5.5
1501629902069,BASS ELEM SCHOOL                 ,3,2012,28.6,11.4,42.9,17.1,14.3,20,57.1,8.6
1501629902069,BASS ELEM SCHOOL                 ,3,2013,12.8,56.4,23.1,7.7,17.9,61.5,12.8,7.7
1501629902069,BASS ELEM SCHOOL                 ,3,2014,19.2,65.4,11.5,3.8,17,64.2,18.9,0
1501629902069,BASS ELEM SCHOOL                 ,4,2006,.b,.b,.b,2.8,13.9,43.1,.b,1.4
1501629902069,BASS ELEM SCHOOL                 ,4,2007,7.4,66.2,25,1.5,7.4,48.5,41.2,2.9
1501629902069,BASS ELEM SCHOOL                 ,4,2008,6.1,67.3,22.4,4.1,8.2,36.7,53.1,2
1501629902069,BASS ELEM SCHOOL                 ,4,2009,2.3,41.9,51.2,4.7,7,34.9,53.5,4.7
1501629902069,BASS ELEM SCHOOL                 ,4,2010,2.3,56.8,36.4,4.5,0,52.3,43.2,4.5
1501629902069,BASS ELEM SCHOOL                 ,4,2011,0,54.2,43.8,2.1,2.1,37.5,58.3,2.1
1501629902069,BASS ELEM SCHOOL                 ,4,2012,0,61.9,38.1,0,0,30.2,65.1,4.7
1501629902069,BASS ELEM SCHOOL                 ,4,2013,23.1,53.8,23.1,0,19.2,65.4,15.4,0
1501629902069,BASS ELEM SCHOOL                 ,4,2014,25.4,64.4,8.5,1.7,35.6,44.1,20.3,0
1501629902069,BASS ELEM SCHOOL                 ,5,1999,3,85,6,6,49,43,9,0
1501629902069,BASS ELEM SCHOOL                 ,5,2000,3,81,13,3,20,73,6,0
1501629902069,BASS ELEM SCHOOL                 ,5,2001,.b,.b,.b,.b,.b,.b,.b,.b
1501629902069,BASS ELEM SCHOOL                 ,5,2002,1.3,80.8,16.7,1.3,30.8,60.3,9,0
1501629902069,BASS ELEM SCHOOL                 ,5,2003,1.5,70.6,23.5,4.4,.b,.b,.b,.b
1501629902069,BASS ELEM SCHOOL                 ,5,2004,4.6,71.3,21.8,2.3,10.3,69,20.7,0
1501629902069,BASS ELEM SCHOOL                 ,5,2005,12,68.7,19.3,0,15.3,63.5,21.2,0
1501629902069,BASS ELEM SCHOOL                 ,5,2006,2.5,53.2,34.9,11.4,5.1,60.8,23.3,2.5
1501629902069,BASS ELEM SCHOOL                 ,5,2007,1.8,80.4,16.1,1.8,3.6,69.6,26.8,0
1501629902069,BASS ELEM SCHOOL                 ,5,2008,1.8,55.4,30.4,12.5,0,62.5,37.5,0
1501629902069,BASS ELEM SCHOOL                 ,5,2009,2.3,70.5,25,2.3,0,56.8,43.2,0
1501629902069,BASS ELEM SCHOOL                 ,5,2010,2.6,43.6,41,12.8,0,48.7,51.3,0
1501629902069,BASS ELEM SCHOOL                 ,5,2011,0,38,42,20,2,42,54,2
1501629902069,BASS ELEM SCHOOL                 ,5,2012,0,20.6,73.5,5.9,0,8.8,85.3,5.9
1501629902069,BASS ELEM SCHOOL                 ,5,2013,17.1,54.3,28.6,0,20,37.1,42.9,0
1501629902069,BASS ELEM SCHOOL                 ,5,2014,27.9,58.1,14,0,7,65.1,27.9,0
1501629902069,BASS ELEM SCHOOL                        ,6,1997,.a,74,24,2,.a,36,54,10
1501629902069,BASS ELEM SCHOOL                        ,6,1998,.a,68,32,0,.a,33,64,3
1501629902069,BASS ELEM SCHOOL                 ,6,2006,1.1,56.5,39.1,3.3,0,62,38,0
1501629902069,BASS ELEM SCHOOL                 ,6,2007,0,58.3,34.7,6.9,5.6,54.2,38.9,1.4
1501629902069,BASS ELEM SCHOOL                 ,6,2008,3.3,48.3,43.3,5,6.7,55,38.3,0
1501629902069,BASS ELEM SCHOOL                 ,6,2009,0,53.3,45,1.7,8.3,46.7,41.7,3.3
1501629902069,BASS ELEM SCHOOL                 ,6,2010,0,41.9,53.5,4.7,7,39.5,53.5,0
1501629902069,BASS ELEM SCHOOL                 ,6,2011,0,42.9,53.1,4.1,4.2,50,45.8,0
1501629902069,BASS ELEM SCHOOL                 ,6,2012,0,33.3,62.2,4.4,2.2,15.6,73.3,8.9
1501629902069,BASS ELEM SCHOOL                 ,6,2013,10,53.3,33.3,3.3,19.4,58.1,22.6,0
1501629902069,BASS ELEM SCHOOL                 ,6,2014,12.5,69.6,17.9,0,14,50.9,33.3,1.8
1501629902069,BASS ELEM SCHOOL                 ,7,2006,0,54.2,44.4,1.4,6.9,62.5,30.6,0
1501629902069,BASS ELEM SCHOOL                 ,7,2007,0,56.2,43.8,0,9.6,42.5,47.9,0
1501629902069,BASS ELEM SCHOOL                 ,7,2008,1.9,43.4,49.1,5.7,11.3,45.3,43.4,0
1501629902069,BASS ELEM SCHOOL                 ,7,2009,57.2,34,6.1,34.7,56.8,20.7,12,46
1501629902069,BASS ELEM SCHOOL                 ,7,2010,0,40.5,50,9.5,2.4,50,38.1,9.5
